,DH_1,DH_2,DH_3,DH_4,DH_5,DH_6,DH_7,DH_8,DH_9,DH_10,DH_11,DH_12,DH_13,DH_14,DH_15,DH_16,DH_17,DH_18,DH_19,DH_20,DH_21,DH_22,DH_23,DH_24,DH_25,DH_26,DH_27,DH_28,DH_29,DH_30,DH_31,DH_32,DH_33,DH_34,DH_35,DH_36,DH_37,DH_38,DH_39,DH_40,DH_41,DH_42,DH_43,DH_44,DH_45,DH_46,DH_47,DH_48,DH_49,DH_50,DH_51,DH_52,DH_53,DH_54,DH_55,DH_56,DH_57,DH_58,DH_59,DH_60,DH_61,DH_62,DH_63,DH_64,DH_65,DH_66,DH_67,DH_68,DH_69,DH_70,DH_71,DH_72,DH_73,DH_74,DH_75,DH_76,DH_77,DH_78,DH_79,DH_80,DH_81,DH_82,DH_83,DH_84,DH_85,DH_86,DH_87,DH_88,DH_89,DH_90,DH_91,DH_92,DH_93,DH_94,DH_95,DH_96,DH_97,DH_98,DH_99,DH_100
DH_1,0.990408014357939,0.414475182058036,0.199612317245244,-0.0742337085048601,0.145520605734469,0.0275224053780642,0.0727200204686206,-0.106235150156098,0.0809408737138298,0.0198491789093667,0.196796764192607,0.0272438481681115,-0.133389924057612,-0.128044965277002,0.0783515060796285,-0.0647100120692323,-0.0133757892335426,-0.0976203699573054,-0.086014705056015,0.165470083739317,0.121914589966831,0.225769750073517,0.150039001022878,-0.0863794100679525,0.0903746272901133,-0.0188471234241162,0.0741329203223679,0.00684693290095768,0.0964133225554534,0.0961837215853987,-0.0947000733216345,0.0138856257796815,0.118089551657415,0.189202854422658,0.475196479264529,0.103787878010212,-0.0847934555987557,0.040614594245815,0.271864896228839,-0.0392364485765589,0.152070495225701,0.193886334706063,0.140714545098453,0.161517151996997,0.295396908378031,0.151914518368355,0.00912320830326369,0.0419561470212687,0.0407591859310924,-0.138354618091119,0.0502077402310671,0.0623204247951563,-0.101964572113058,0.138507339740034,0.212932589060111,-0.0623825033926167,-0.11572469107552,0.142443573229983,0.203431283462885,0.185441952582566,0.0573876092434445,0.223299926746043,0.145596127375857,0.260047846632801,-0.0649878102677134,0.00371335404186152,-0.00519250705615892,-0.0938492214623536,0.0776380352966441,0.221122322835,0.0540859093434642,0.125799590182472,0.071627043950006,0.0972645539204692,0.108377240871182,0.0600414928527018,0.263075163885919,0.0512293696713778,0.124135837037468,0.0892080266587879,0.1185058694494,0.13565080006795,-0.0999421860478886,-0.079396125026631,0.135727839732278,-0.00382021431612257,-0.0695988049556162,-0.0999994914139665,-0.0263510903347223,-0.0430869137702599,0.0612824766082118,0.168797590029318,-0.0989330802968484,0.163358513826276,0.0634498338643924,0.0521208286443743,0.0341451599705386,-0.0187693247483122,0.153419638115865,0.0736843445428545
DH_2,0.414475182058036,0.945883262936649,0.26377421345095,-0.0808557040858631,0.293693686636524,0.137622332364542,0.0932675995128146,-0.0762139694333771,-0.107109531370988,0.0718562654143248,0.229141658534594,0.157720956123494,-0.122315946691938,-0.15325666981209,-0.0194315622569885,-0.0420174666072545,0.139087224504073,-0.0722466164731025,-0.221513432905238,-0.0075655564210531,-0.0178740707179619,0.1299529009532,0.123933560480378,-0.0261499522948392,0.137913033758034,-0.0483487607947631,0.0179979499309633,-0.024442176484505,0.28015709655235,0.0679333146251209,-0.0484128972640857,0.0481967393379638,0.0217364609326536,0.0951734773171504,0.268556365225621,0.107890714518103,-0.0290326778626818,0.0441811891492628,0.0766646030847534,-0.0308436792331075,0.186560355985465,0.0617838036849783,0.129981363883374,0.0894736806737286,0.166154332580654,0.205172835283687,0.140851546669014,0.00780708241210053,0.194473430079083,-0.062931648192072,0.0187398836441216,0.0859067062645438,9.17308067473116e-05,0.122769236883466,0.234373904111718,-0.104932686471419,-0.0485240924446245,0.0628927194444913,0.118518013632942,0.175602507374893,0.0554130409009622,0.151971444228702,0.19670947787341,0.436999226973392,-0.0605274793568574,-0.00666233277025372,0.0564669283288055,-0.11334101555003,0.0728035117304567,0.141392721848026,0.0451402001432011,0.118283858594061,-0.0549343238251464,0.0722315965868619,0.000226834848632499,0.0877389599561656,-0.0166725555589584,0.188498871283065,0.146649635297966,0.048266568393316,0.0752406975646698,0.174430593663267,-0.0920856583088822,0.00210424972279258,0.126424636129051,0.198334521433381,-0.00507941434694161,0.0172503236317747,-0.00937845532015535,0.0439546242250934,0.097917303785754,0.094609152288271,-0.025476329614096,0.0814839464215167,0.217700319616824,-0.035831143610754,-0.0477294074342174,0.158718297196728,0.0561728113836912,0.211490087758983
DH_3,0.199612317245244,0.26377421345095,0.953730682538003,-0.0842606295459328,0.383237305946883,0.229489665294164,0.0912926516646011,-0.0583479779171355,0.00299001610975162,0.0214408259645972,0.14601548121373,0.150919833835272,-0.0561882107756663,-0.168637657771425,0.165205568241582,0.00605680195937467,0.0770532169580387,0.0240893964935578,-0.138404712848222,-0.0401062757226216,0.0577272668768319,0.0836486471375474,0.121779865430677,0.0630361726125544,0.159175222102426,-0.0844644241259654,0.0826957082353821,-0.0725339023149732,0.00309020562395928,0.204666195126622,-0.083098582983436,0.161692483646858,0.0828592752074429,0.0660289548437332,0.100704014402486,0.0539003310387415,0.00492056178690048,-0.054317247499014,-0.00056291658721243,0.0615598953009547,0.22516102287357,0.0775048287834389,0.156248473869249,0.178123563976683,0.151130839024281,0.102563213001332,0.0393144075955498,0.0269243043387118,0.0773852844767145,-0.111023374022539,0.0741427874714948,0.279302449635711,0.0594270730667162,0.0728900390381803,0.0591929180278333,-0.113163786371489,-0.0406679442113541,0.0526954003281199,0.206274160928486,0.0855051891962478,-0.0318243220539753,0.0815363182130329,0.081408804285861,0.216773946116157,0.00846021178311818,-0.0268694951695929,0.137788176371011,-0.0204011994115218,0.18254556480824,0.129229183515355,0.370451378207781,0.0596460478761762,-0.0156186681311165,0.0573868502319711,0.0198802983796881,-0.0272042192284178,0.0667936589010252,-0.00402059334453482,0.147892137076417,0.124940389197005,0.210543600454321,0.0789708594401757,-0.198270224620864,-0.118737587110686,0.132493312347505,0.183311027877003,-0.0213541383136867,-0.0801756298076146,0.0272559923516521,0.033042316302798,0.135802981867934,0.0518798425022491,-0.050330919251958,0.11865463569777,0.108655798081134,0.03619524995441,0.0394904982568829,0.0280453642817617,0.0382893626036146,0.218988741589287
DH_4,-0.0742337085048601,-0.0808557040858631,-0.0842606295459328,1.08903168789897,-0.162840707659682,0.0902402822596993,-0.0922860373372927,0.274116503758332,-0.0213249163720426,0.0180393160561486,-0.000920031484440301,-0.129361091168166,0.196197524636048,0.271432639195957,-0.0410740153484779,-0.0245142825742765,0.0607819085429188,0.0147892289362161,0.00762643768194081,-0.0980256820829564,-0.125493927722099,0.0285891960009171,-0.0941520670393844,-0.0424299893418822,-0.106090937976559,-0.0733874107144075,-0.14699975874876,-0.0720029737908301,-0.0276596261111739,0.025019944557322,0.191094311009033,-0.00955264845280917,-0.0785547608107396,-0.0414034263270033,-0.0632124824364372,-0.00169536170233208,0.0133163671762363,-0.108840457031197,-0.0642022333949601,-0.0657134252342365,-0.0930143088439673,-0.149688177379965,0.0527485311311039,-0.133080626883072,-0.0467476260961421,-0.028463798764973,-0.0834902329026036,-0.0712132223549851,-0.0770576106836805,0.188551622580314,-0.0234584976177534,0.011533828735984,0.025281044503434,-0.0924564354125918,0.0236169118526959,-0.105482969788083,0.263018238025573,0.0600187225085618,-0.0597069879564262,-0.0172797647359668,-0.0554242657298456,-0.058070559224391,-0.0621305115841596,-0.12231480817473,0.172723576864405,0.127205279427242,-0.16429990721318,0.143862165669765,-0.0271302156099709,-0.0530982750761701,0.0456624000354284,-0.0981930441123698,-0.106606306765545,-0.0759638751535957,-0.0582375417480674,-0.0658189278287425,-0.0867555002519624,-0.0614037581004261,0.0522570712034684,0.029305323324052,-0.0699160717506011,0.0744968663228402,-0.0822686039396143,0.234640317138128,0.00718621102860991,-0.105013521193107,0.0453132547586475,0.179896235267807,0.0358305449424683,-0.0205871572219789,-0.0474182127309999,-0.10756797429963,0.219214547501991,-0.104963426436007,-0.046144591482226,0.00490917661482924,0.104191672112926,-0.0942230346119496,0.0171918797484843,-0.0548572841608142
DH_5,0.145520605734469,0.293693686636524,0.383237305946883,-0.162840707659682,0.961017951673577,0.178436656208574,0.150884160296123,-0.00304640212117263,-0.00105247898617517,0.0515390463516534,0.0847738816436897,0.201395235191231,-0.0954439045634698,-0.131389549325107,0.184757703741226,-0.107200233241804,0.0712232498472951,-0.0562781536350108,-0.122963762982655,0.0656020108911498,0.00256307215716914,0.0894372481231104,0.0687606371287944,0.032181597294389,0.0820251216005219,-0.0550811925448347,0.154442026567652,0.094305927205502,0.0739427879488179,0.192758823165504,-0.0900010333030697,0.0688126294145754,0.0695219256344665,0.145818897242677,0.0746756135243181,0.142627633511763,0.0450286254569269,0.0401299654214183,0.100140448385075,0.0337440224079784,0.18930152591392,0.0897283290223362,0.0333390897880603,0.119205678025906,0.184267761836527,0.0314905173498082,0.150563857455252,0.00357711148277223,0.0821014022533853,-0.0614417086739893,0.0613416795029697,0.124576063690799,-0.0107518865773992,0.0904759553215279,0.0245846514785541,-0.0242577366969893,-0.15249500180068,0.0638464173581265,0.0965920697569358,0.0399933433565917,0.0345595802338462,0.164364963037161,0.143860268141088,0.216842636654304,-0.051172662973585,-0.0959759716048211,0.131600714857305,-0.0893289286452656,0.069646024010017,-0.0626766203377279,0.249865707745855,0.094212948300271,0.0834759720278351,0.0365421181967758,0.0753606213771277,0.0704604433186801,0.171071967902947,0.183911405950773,0.1583281653005,-0.00637011335381838,0.0811993171197934,0.0595561050168312,-0.0848758083433899,-0.110089030901415,0.106464911469341,0.0521792725276626,-0.0382664319162888,-0.151605819862099,0.0196385532260921,-0.0258755696479792,0.0389906892030582,0.0483735890107669,-0.0785042865479046,0.183429813172256,0.129816658394111,-0.0665157003593581,0.00684845092389934,0.0429500725428822,-0.00472002241529988,0.153635956385173
DH_6,0.0275224053780642,0.137622332364542,0.229489665294164,0.0902402822596993,0.178436656208574,0.974552644229063,0.103133610121985,0.0178419730736201,0.0241258290441779,0.11300303628277,0.163933844521486,0.0542612409933255,-0.0230763353419739,-0.0895877515569669,0.0621120761462964,-0.108834005433692,0.0193615140390812,-0.0445058857157769,-0.129244962413064,-0.0245116260341251,0.000929299965283459,-0.0879050231251838,-0.0184930445727761,0.041272657191399,0.185315956678339,-0.107657917158974,0.0848843178127578,0.0831985533350921,0.0959036463525025,0.357538695552982,-0.0542766403853004,0.0995321006908568,0.189972492054514,0.0428354618107236,0.0242438553279554,0.208917797882885,0.26110894466962,-0.0403313226238507,0.0652596967176099,0.125416289389486,0.0898930345115992,0.211251378651271,0.223679811987406,-0.000222499942353346,0.20962481706836,0.091345782467591,0.0252370218381016,0.0990030696953885,0.0418582345414743,0.0279068446882571,0.0194897869777258,0.213924617053049,-0.101938006711562,0.0502327876096167,-0.0413981132467056,-0.0602109715733412,-0.153771279589604,0.0800873653143972,0.223120041027356,0.0598092353424972,-0.0491191574380915,0.221360272931237,0.163139918522547,0.112071729207535,-0.0390429006513872,0.14209025339011,0.198784615235836,-0.0550345133393523,0.189024107221177,0.0177345729504364,0.278082718201397,0.0586172078268829,0.0673636765159411,0.0157823954463582,0.194738704588289,0.0432658213149265,0.0418126938531998,0.0010279714565462,0.0776881300537476,0.0552726237787789,0.00252550108934181,0.309240898108069,-0.110104211130844,-0.0993892461910762,0.0692604461826191,0.165301203686957,-0.145182305780834,0.0151402717416737,0.203008134567661,0.0443470331557359,0.190900763083862,0.00580670767959553,-0.0679832490390401,0.257227360005601,0.0670513432955181,0.0126442625184364,0.272084250544036,0.202367528885915,0.0513815514713667,0.157722094640698
DH_7,0.0727200204686206,0.0932675995128146,0.0912926516646011,-0.0922860373372927,0.150884160296123,0.103133610121985,0.980936689713835,-0.0942579491396239,0.00854939563099209,-0.0289476685779016,0.0990231834993792,-0.0102919256258158,-0.0420489655833096,-0.0949755944857013,0.0914011903049919,0.0284184184198833,0.138381723341541,-0.128542497296413,-0.0876222913521408,0.0292658547275466,-0.0341305784093973,0.108155230015836,0.14646519551045,0.124364678996056,0.103424311515475,-0.0753301005750926,-0.017920749923444,0.180947845661239,-0.0306747991807518,0.0632953750299912,-0.0737855122310813,0.129536203655479,0.00923364447233242,0.170435536784294,0.0151023211681106,0.0092317469436549,0.0857325131318898,0.0361470527259842,0.0863264396081496,0.0260074184814307,0.216778120679246,0.0235413902113087,-0.0264129497696305,0.0512312672000586,0.0188761262032118,0.14923444886334,0.00519190838787644,0.0271212678155035,0.0809784447816563,-0.0107279777160536,0.0575375140090177,-0.0754925290299427,-0.0195609737128358,0.0564635127771838,0.0811970400853789,-0.00285854678203576,-0.105356214872382,0.163536881522019,0.0304051309459051,0.157022286064195,0.0168131330243285,0.110154086725398,0.1296887649612,0.145472029000306,-0.0539043452586475,0.0700297043087402,0.121182902908532,-0.163201997120002,0.252275189661368,0.0450574678928345,0.0235212764073201,-0.0633138104678525,0.223205809323604,-0.0010452683771981,0.195964508114369,0.0891784252114073,-0.020953000751125,0.204416859858315,-0.113596802415845,0.0364787407389244,0.0310996264421101,0.0970425430651272,-0.0264759477217448,-0.0829699305390557,-0.0619654265891597,0.0540950174811208,-0.184532116991071,-0.0615677045782182,0.0324578774699286,0.107955609998895,0.0139156067327965,0.0493955979568173,-0.126459010807806,0.0225068575759817,0.0495086906660357,0.19315350913056,0.00393802143735571,0.107606085216383,0.0815644016374684,0.129812104325282
DH_8,-0.106235150156098,-0.0762139694333771,-0.0583479779171355,0.274116503758332,-0.00304640212117263,0.0178419730736201,-0.0942579491396239,1.08347913948098,-0.0990856416025715,-0.0581126843610445,-0.0250565962704898,-0.0491092902889652,0.161514874962581,0.329877281494402,-0.0927376491626923,-0.134092009668527,-0.0999175181750715,0.0594703367205786,-0.0701342875485875,0.0113619126377439,-0.117634743442943,-0.0243256682236675,-0.159042993763236,-0.0595954132701499,-0.0667722462366454,0.00471942374701684,-0.0252786071258331,-0.0784435656302004,0.00111298074132769,-0.0752629280598874,0.292795776066023,-0.0814147160344462,-0.0769517285834398,-0.0414091189130382,-0.0919964744610079,0.0408407796642529,-0.103589995178761,-0.0788166197683241,0.0026435273731224,-0.0848450683788011,-0.0792564669159191,-0.115195660080051,-0.0979410523039132,-0.0662348661149945,-0.00617770394585396,-0.04670170590213,-0.0532876484382487,-0.118586923333638,-0.0901118489778718,0.605741898252323,-0.036870230314907,-0.0122452416471024,-0.116828673260466,-0.128390315496426,-0.169793252736417,-0.0858264702111401,0.0683568430260851,0.0251573256336196,-0.0425529492002271,-0.199428855631742,-0.0738409200684841,-0.0037371025600193,-0.0222755782397953,-0.0565415306155385,0.223482089499142,-0.0824708804967027,-0.0602747285369284,0.425740809820204,-0.07807886061826,-0.0761623566533304,-0.0261996675462067,-0.058338110768009,-0.060852715772292,-0.0525536843455409,-0.0443009526185369,-0.0606409515718113,-0.0599491126157572,-0.076781710013878,0.00273840380703011,-0.030223187355353,-0.0758204219855277,0.0557227175812351,-0.0227514784322747,0.334375562978821,0.00825300165146527,-0.0758834199376421,0.0406601349340936,0.26729792420627,0.0567382749297794,-0.0987053768554703,-0.00917200419997248,-0.114902302146411,0.248880890361896,-0.0845919380531368,-0.163587195441665,-0.0733877902201414,-0.00681603259318316,-0.0456094883949893,-0.0746898743990869,-0.0307321045468319
DH_9,0.0809408737138298,-0.107109531370988,0.00299001610975162,-0.0213249163720426,-0.00105247898617517,0.0241258290441779,0.00854939563099209,-0.0990856416025715,0.883873923263439,0.0557769869014312,0.00750309831786025,0.0733602466446257,-0.010769723346974,-0.0799623475841905,-0.0344383575609927,-0.0176998775853082,0.0683113023378089,-0.0615138147637583,-0.0209511032224473,0.209977757402494,0.189659399822617,0.092960199866958,0.0349254237629913,0.0939761367212389,0.0919829725977129,0.0320954494924022,0.12078556040333,0.19149241252571,-0.00279175377256563,-0.0541430543663576,-0.0543035852925292,-0.0533237014831332,0.258226978113252,0.0444172417168249,0.134325186533395,0.179397564731193,0.0984220464141412,0.124804146637912,0.152818880536362,0.00116003945254613,0.0353481931524836,0.156706537292153,0.0388282607482062,0.1456082715594,0.107890714518104,0.107763580096667,0.00465414876048935,0.135083059487444,-0.0470060695021055,-0.118156563829435,0.0430574726660665,-0.0436770451891616,-0.0288573462128217,0.162995326837275,0.0895966405320742,-0.0384307578998169,-0.0624584045397416,0.0729105323479055,0.0141376175881405,0.258012936878353,0.0432662008206616,0.0234601759838828,0.000274273065587216,-0.0364941401308974,0.0172355229080829,0.1107825482236,0.0972292598870576,-0.00876593306284895,0.0992660671701837,0.148014337923291,-0.0277806884408395,0.0407155427714952,0.000842772657559967,0.0886843087436178,-0.00798756679907298,0.0836357439425371,0.251277469082397,0.0855484528501093,-0.0052775163409408,0.0125250977174494,0.105099449832546,0.0582528823206786,-0.000916615932819224,-0.143388002662775,-0.000477907302432161,-0.0458261861700327,-0.0227674176731712,-0.0869513252115482,0.0605196700795949,-0.0706143623041583,-0.0218353515864647,0.0052435211679215,-0.0874936389077609,0.0096355410463646,0.170519028046135,0.139706577864623,0.00590272263071035,0.0557678787637757,-0.039091477385547,0.0931674099986122
DH_10,0.0198491789093667,0.0718562654143248,0.0214408259645972,0.0180393160561486,0.0515390463516534,0.11300303628277,-0.0289476685779016,-0.0581126843610445,0.0557769869014312,0.974935945022058,0.159835562082421,0.0185247038920193,-0.085267458262559,-0.0927922979886234,0.188320503587318,-0.136348171266846,0.226721170952743,-0.0836386196452355,-0.067206780303941,-0.0253924588465239,0.158954729270025,0.0164962457350781,0.103425450032685,0.129229183515354,-0.00843310653270173,-0.13570832459657,0.129762768579649,0.136299375370135,0.247851670806871,0.151813569842685,-0.16794695733258,0.0244711792636001,0.0216055314538613,0.056433152318335,0.127393893777852,0.0875613512718899,0.117409097873434,0.0369003716112099,-0.012124938328907,0.147593845568217,0.00231980898063088,0.139765401253641,0.0919560276904825,-0.0259491937606907,-0.0445408002434564,0.187524680059699,0.1292807962954,-0.0547066203837683,0.105683888665418,-0.0925558659153295,-0.0255416046006271,-0.00109536313430257,-0.034001166953546,0.141585510761723,0.134323289004713,-0.128658246545777,-0.041862628267116,0.0191474728041874,0.0490331699792885,0.241071800839844,0.0835241692562622,0.0581769811735513,0.196936042797584,0.0341508525565715,-0.120359974130501,0.259182573555565,0.0743894661996547,-0.0680701558524983,0.15114260370209,0.000587744803216282,0.130986674577059,0.173564561574565,0.0318058866161152,0.102845185762907,0.0235117887639294,0.136763510884813,-0.00536366414292844,0.0943469138249499,0.197997899845876,0.105155996187158,0.0738585376755066,0.130149105418524,-0.114023746368423,-0.162652852320547,0.153820775678426,0.0673606404700552,-0.134265823295446,-0.151796711247119,0.201054818546371,0.242769329995319,0.0236062856921014,0.240872180822906,-0.106222246961086,-0.0591422834218096,0.0720691681320141,0.141355150780201,0.197738317922702,0.221506382639458,0.29484814308431,0.0317182207911866
